id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,total_rooms,total_sqft,price_per_sqft,months_sold
2426039314,20141201T000000,280000.0,3.3728209385223886,1.5,1190.0,1265.0,3.0,0,0,3,7,1190,0,2005,0,98133,47.7274,-122.357,1390,1756,4.872820938522389,2455.0,114.0529531568228,12
461000390,20140624T000000,687500.0,3.3728209385223886,1.75,2081.073696532215,5000.0,1.5,0,0,4,7,1510,820,1929,0,98117,47.6823,-122.368,1460,5000,5.122820938522389,7901.073696532215,87.01349036925755,6
7589200193,20141110T000000,535000.0,3.0,1.0,1090.0,3000.0,1.5,0,0,4,8,1090,0,1929,0,98117,47.6889,-122.375,1570,5080,4.0,4090.0,130.80684596577018,11
7955080270,20141203T000000,322500.0,4.0,2.75,2060.0,6659.0,1.0,0,0,3,7,1280,780,1981,0,98058,47.4276,-122.157,2020,8720,6.75,9499.0,33.950942204442576,12
9547205180,20140613T000000,696000.0,3.0,2.5,2300.0,3060.0,1.5,0,0,3,8,1510,790,1930,2002,98115,47.6827,-122.31,1590,3264,5.5,6150.0,113.17073170731707,6
2768000400,20141230T000000,640000.0,4.0,2.0,2081.073696532215,6000.0,2.0,0,0,4,8,2360,0,1904,0,98107,47.6702,-122.362,1730,4700,6.0,8081.073696532215,79.19739678585528,12
7895500070,20150213T000000,240000.0,4.0,1.0,2081.073696532215,8075.0,1.0,0,0,2,7,890,330,1969,0,98001,47.3341,-122.282,1290,7800,5.0,10486.073696532214,22.88749888143252,2
2078500320,20140620T000000,605000.0,4.0,2.5,2620.0,7553.0,2.0,0,0,3,8,2620,0,1996,0,98056,47.5301,-122.18,2620,11884,6.5,10173.0,59.47114912022019,6
5547700270,20140715T000000,625000.0,4.0,2.5,2570.0,5520.0,2.0,0,0,3,9,2570,0,2000,0,98074,47.6145,-122.027,2470,5669,6.5,8090.0,77.25587144622992,7
7766200013,20140811T000000,775000.0,4.0,2.25,4220.0,24186.0,1.0,0,0,3,8,2600,1620,1984,0,98166,47.445,-122.347,2410,30617,6.25,30026.0,25.810963831346168,8
7203220400,20140707T000000,861990.0,5.0,2.75,3595.0,5639.0,2.0,0,0,3,9,3595,0,2014,0,98053,47.6848,-122.016,3625,5639,7.75,9234.0,93.34957764782328,7
9270200160,20141028T000000,685000.0,3.0,1.0,1570.0,2280.0,2.0,0,0,3,7,1570,0,1922,0,98119,47.6413,-122.364,1580,2640,4.0,3850.0,177.92207792207793,10
1432701230,20140729T000000,309000.0,3.0,1.0,1280.0,9656.0,1.0,0,0,4,6,920,360,1959,0,98058,47.4485,-122.175,1340,8808,4.0,11296.0,27.35481586402266,7
8035350320,20140718T000000,488000.0,3.0,2.5,3160.0,13603.0,2.0,0,0,3,8,3160,0,2003,0,98019,47.7443,-121.977,3050,9232,5.5,16763.0,29.11173417646006,7
8945200830,20150325T000000,210490.0,3.3728209385223886,1.0,990.0,8528.0,1.0,0,0,3,6,990,0,1966,0,98023,47.3066,-122.371,1228,8840,4.372820938522389,9518.0,22.114940113469217,3
4178300310,20140716T000000,785000.0,4.0,2.5,2290.0,13416.0,2.0,0,0,4,9,2290,0,1981,0,98007,47.6194,-122.151,2680,13685,6.5,15706.0,49.980899019483,7
9215400105,20150428T000000,450000.0,3.0,1.75,1250.0,5963.0,1.0,0,0,4,7,1250,0,1953,0,98115,47.6796,-122.301,970,5100,4.75,7213.0,62.3873561624844,4
822039084,20150311T000000,1350000.0,3.0,2.5,2753.0,65005.0,1.0,1,2,5,9,2165,588,1953,0,98070,47.4041,-122.451,2680,72513,5.5,68346.0,19.75243613378984,3
5245600105,20140916T000000,228000.0,3.0,1.0,1190.0,9199.0,1.0,0,0,3,7,1190,0,1955,0,98148,47.4258,-122.322,1190,9364,4.0,10389.0,21.94628934449899,9
7231300125,20150217T000000,345000.0,5.0,2.5,3150.0,9134.0,1.0,0,0,4,8,1640,1510,1966,0,98056,47.4934,-122.189,1990,9133,7.5,13794.0,25.010874293170943,2
7518505990,20141231T000000,600000.0,3.0,1.75,1410.0,4080.0,1.0,0,0,4,7,1000,410,1950,0,98117,47.6808,-122.384,1410,4080,4.75,5900.0,101.69491525423727,12
3626039271,20150205T000000,585000.0,2.0,1.75,1980.0,8550.0,1.0,0,0,3,7,990,990,1981,0,98117,47.6989,-122.369,1480,6738,3.75,11520.0,50.78125,2
4217401195,20150303T000000,920000.0,3.3728209385223886,2.25,2730.0,6000.0,1.5,0,0,3,8,2130,600,1927,0,98105,47.6571,-122.281,2730,6000,5.622820938522389,9330.0,98.60664523043944,3
9822700295,20140512T000000,885000.0,4.0,2.5,2830.0,5000.0,2.0,0,0,3,9,2830,0,1995,0,98105,47.6597,-122.29,1950,5000,6.5,7830.0,113.02681992337163,5
9478500640,20140819T000000,292500.0,4.0,2.5,2250.0,4495.0,2.0,0,0,3,7,2250,0,2008,0,98042,47.3663,-122.114,2250,4500,6.5,6745.0,43.36545589325426,8
2799800710,20150407T000000,301000.0,3.0,2.5,2420.0,4750.0,2.0,0,0,3,8,2420,0,2003,0,98042,47.3663,-122.122,2690,4750,5.5,7170.0,41.98047419804742,4
7922800400,20140827T000000,951000.0,5.0,3.25,3250.0,14342.0,2.0,0,4,4,8,3250,0,1968,0,98008,47.588,-122.116,2960,11044,8.25,17592.0,54.05866302864938,8
8079040320,20150223T000000,430000.0,4.0,3.0,2081.073696532215,9976.0,2.0,0,0,3,8,1850,0,1991,0,98059,47.5059,-122.149,2270,8542,7.0,12057.073696532214,35.66371167853723,2
1516000055,20141210T000000,650000.0,3.0,2.25,2150.0,21235.0,1.0,0,3,4,8,1590,560,1959,0,98166,47.4336,-122.339,2570,18900,5.25,23945.0,27.145541866778032,12
9558200045,20140828T000000,289000.0,3.3728209385223886,1.75,1260.0,8400.0,1.0,0,0,3,7,1260,0,1954,0,98148,47.4366,-122.335,1290,8750,5.122820938522389,9660.0,29.917184265010352,8
5072410070,20141021T000000,505000.0,3.0,1.75,2519.0,8690.0,2.0,0,0,5,8,2519,0,1973,0,98166,47.4428,-122.344,2500,9500,4.75,11209.0,45.05308234454456,10
1189001180,20140603T000000,425000.0,3.0,2.25,1660.0,6000.0,1.0,0,0,3,7,1110,550,1979,0,98122,47.6113,-122.297,1440,4080,5.25,8210.0,51.76613885505481,6
3253500160,20141120T000000,317625.0,3.0,2.75,2770.0,3809.0,1.5,0,0,5,7,1770,1000,1925,0,98144,47.5747,-122.304,1440,4000,5.75,7579.0,41.90856313497823,11
3394100030,20140909T000000,975000.0,4.0,2.5,2720.0,11049.0,2.0,0,0,3,10,2720,0,1989,0,98004,47.5815,-122.192,2750,11049,6.5,13769.0,70.8112426465248,9
3717000160,20141009T000000,287000.0,4.0,2.5,2240.0,4648.0,2.0,0,0,3,7,2240,0,2005,0,98001,47.3378,-122.257,2221,4557,6.5,6888.0,41.66666666666666,10
1274500060,20140825T000000,204000.0,3.0,1.0,1000.0,12070.0,1.0,0,0,4,7,1000,0,1968,0,98042,47.3621,-122.11,1010,12635,4.0,13070.0,15.608263198163732,8
1802000060,20140612T000000,1325000.0,5.0,2.25,3200.0,7620.0,1.0,0,0,3,8,1600,1600,1965,0,98004,47.6303,-122.215,3390,20158,7.25,12420.0,106.68276972624798,6
1049000060,20150105T000000,325000.0,3.0,2.0,1260.0,5612.0,1.0,0,0,4,7,1260,0,1972,0,98034,47.7362,-122.179,1640,4745,5.0,6872.0,47.29336437718277,1
8820901275,20140610T000000,571000.0,4.0,2.0,2750.0,7807.0,1.5,0,0,5,7,2250,500,1916,0,98125,47.7168,-122.287,1510,7807,6.0,11057.0,51.641494076150856,6
5416510140,20140710T000000,360000.0,4.0,2.5,2380.0,5000.0,2.0,0,0,3,8,2380,0,2005,0,98038,47.3608,-122.036,2420,5000,6.5,7380.0,48.78048780487805,7
3444100400,20150316T000000,349000.0,3.0,1.75,1790.0,50529.0,1.0,0,0,5,7,1090,700,1965,0,98042,47.3511,-122.073,1940,50529,4.75,53019.0,6.582545879778947,3
3276920270,20141105T000000,832500.0,4.0,4.0,3430.0,35102.0,2.0,0,0,4,10,2390,1040,1986,0,98075,47.5822,-121.987,3240,35020,8.0,39572.0,21.03760234509249,11
4036801170,20141013T000000,380000.0,4.0,1.75,1760.0,7300.0,1.0,0,0,3,7,880,880,1956,0,98008,47.6034,-122.125,1680,7500,5.75,9940.0,38.22937625754527,10
2391600320,20150420T000000,480000.0,3.0,1.0,1040.0,5060.0,1.0,0,0,3,7,1040,0,1941,0,98116,47.5636,-122.394,890,5060,4.0,6100.0,78.68852459016394,4
6300000287,20140609T000000,410000.0,3.0,1.0,1410.0,5060.0,1.0,0,0,4,7,910,500,1956,0,98133,47.7073,-122.34,1130,5693,4.0,6970.0,58.8235294117647,6
1531000030,20150323T000000,720000.0,4.0,2.5,3450.0,39683.0,2.0,0,0,3,10,3450,0,2002,0,98010,47.342,-122.025,3350,39750,6.5,43133.0,16.692555583891682,3
5104520400,20141202T000000,390000.0,3.0,2.5,2350.0,5100.0,2.0,0,0,3,8,2350,0,2003,0,98038,47.3512,-122.008,2350,5363,5.5,7450.0,52.348993288590606,12
7437100340,20141222T000000,360000.0,4.0,2.5,1900.0,5889.0,2.0,0,0,3,7,1900,0,1992,0,98038,47.349,-122.031,1870,6405,6.5,7789.0,46.2190268327128,12
9418400240,20141028T000000,355000.0,2.0,1.0,2020.0,6720.0,1.0,0,0,3,7,1010,1010,1948,0,98118,47.5474,-122.291,1720,6720,3.0,9750.0,36.41025641025641,10
1523059105,20150128T000000,356000.0,3.0,1.5,1680.0,8712.0,1.0,0,0,3,8,1680,0,1964,0,98059,47.4811,-122.149,1850,8797,4.5,10392.0,34.257120862201695,1
1133000671,20140602T000000,315000.0,3.0,1.0,960.0,6634.0,1.0,0,0,3,6,960,0,1952,0,98125,47.7264,-122.31,1570,7203,4.0,7594.0,41.48011588095865,6
4232902595,20141114T000000,940000.0,3.0,1.5,2140.0,3600.0,2.0,0,0,3,9,1900,240,1925,0,98119,47.6337,-122.365,2020,4800,4.5,5980.0,157.19063545150502,11
2599001200,20141103T000000,305000.0,5.0,2.25,2660.0,8400.0,1.5,0,0,5,7,2660,0,1961,0,98092,47.2909,-122.189,1590,8165,7.25,11060.0,27.576853526220614,11
3342103156,20140618T000000,461000.0,3.0,3.25,2770.0,6278.0,2.0,0,0,3,9,1980,790,2006,0,98056,47.5228,-122.199,1900,7349,6.25,9838.0,46.85911770685099,6
1332700270,20140519T000000,215000.0,2.0,2.25,2081.073696532215,2040.0,2.0,0,0,4,7,1610,0,1979,0,98056,47.518,-122.194,1950,2025,4.25,4121.073696532215,52.17086998005335,5
3869900162,20140904T000000,335000.0,2.0,1.75,1030.0,1066.0,2.0,0,0,3,7,765,265,2006,0,98136,47.5394,-122.387,1030,1106,3.75,2361.0,141.88903007200338,9
2791500270,20140522T000000,243500.0,4.0,2.5,1980.0,7403.0,2.0,0,0,3,7,1980,0,1988,0,98023,47.2897,-122.372,1980,7510,6.5,9383.0,25.951188319300865,5
5036300431,20150311T000000,1099880.0,5.0,2.75,3520.0,6353.0,2.0,0,0,4,10,3520,0,2001,0,98199,47.6506,-122.391,2520,6250,7.75,9873.0,111.40281576015396,3
4168000060,20150226T000000,153000.0,3.0,1.0,1200.0,10500.0,1.0,0,0,3,7,1200,0,1962,0,98023,47.322,-122.351,1350,10500,4.0,11700.0,13.076923076923077,2
6021501535,20140725T000000,430000.0,3.0,1.5,1580.0,5000.0,1.0,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500,4.5,6870.0,62.59097525473072,7
6021501535,20141223T000000,700000.0,3.0,1.5,1580.0,5000.0,1.0,0,0,3,8,1290,290,1939,0,98117,47.687,-122.386,1570,4500,4.5,6870.0,101.89228529839885,12
1483300570,20140908T000000,905000.0,4.0,2.5,3300.0,7620.0,1.0,0,0,3,7,2390,910,1946,1991,98040,47.5873,-122.249,1950,6045,6.5,11830.0,76.5004226542688,9
3422049190,20150330T000000,247500.0,3.0,1.75,1960.0,15681.0,1.0,0,0,3,7,1960,0,1967,0,98032,47.3576,-122.277,1750,15616,4.75,17641.0,14.029816903803638,3
1099611230,20140912T000000,199000.0,4.0,1.5,1160.0,6400.0,1.0,0,0,4,7,1160,0,1975,0,98023,47.3036,-122.378,1160,6400,5.5,7560.0,26.322751322751323,9
722079104,20140711T000000,314000.0,3.0,1.75,1810.0,41800.0,1.0,0,0,5,7,1210,600,1980,0,98038,47.4109,-121.958,1650,135036,4.75,44210.0,7.1024655055417325,7
7338200240,20140516T000000,437500.0,3.0,2.5,2320.0,36847.0,2.0,0,2,3,9,2320,0,1992,0,98045,47.4838,-121.714,2550,35065,5.5,39167.0,11.170117701125948,5
1952200240,20140611T000000,850830.0,3.0,2.5,2070.0,13241.0,1.5,0,0,5,9,1270,800,1910,0,98102,47.6415,-122.315,2200,4500,5.5,16111.0,52.81050214139408,6
5200100125,20141027T000000,555000.0,3.0,2.0,1980.0,3478.0,1.5,0,0,4,7,1440,540,1929,0,98117,47.6775,-122.372,1610,3478,5.0,5998.0,92.53084361453818,10
7214720075,20141212T000000,699950.0,3.0,2.25,2190.0,7620.0,2.0,0,0,4,8,2190,0,1983,0,98077,47.7731,-122.08,2570,47777,5.25,9810.0,71.3506625891947,12
2450000295,20141007T000000,1088000.0,3.0,2.5,2920.0,8113.0,2.0,0,0,3,8,2920,0,1950,2010,98004,47.5814,-122.196,2370,8113,5.5,11033.0,98.61325115562404,10
6197800045,20140924T000000,290000.0,3.0,1.0,1210.0,33919.0,1.0,0,0,3,7,1210,0,1954,0,98058,47.4375,-122.184,1640,14910,4.0,35129.0,8.25528765407498,9
1328310370,20150402T000000,375000.0,3.0,2.113506935994159,2340.0,10005.0,1.0,0,0,4,8,1460,880,1978,0,98058,47.4431,-122.133,2250,8162,5.11350693599416,13225.0,28.35538752362949,4
546000875,20140523T000000,460000.0,3.0,1.0,2081.073696532215,4005.0,1.5,0,0,4,7,1170,500,1939,0,98117,47.6878,-122.38,1240,4005,4.0,6586.073696532215,69.84434447525317,5
3530510041,20140723T000000,188500.0,2.0,1.75,1240.0,2493.0,1.0,0,0,4,8,1240,0,1985,0,98198,47.3813,-122.322,1270,4966,3.75,3733.0,50.49557996249665,7
1853000400,20150305T000000,680000.0,4.0,2.5,3140.0,28037.0,2.0,0,0,4,10,3140,0,1991,0,98077,47.7304,-122.082,2990,35001,6.5,31177.0,21.810950380087885,3
3134100116,20140827T000000,470000.0,5.0,1.75,2030.0,12342.0,2.0,0,0,4,7,2030,0,1942,0,98052,47.6417,-122.109,2500,9433,6.75,14372.0,32.70247703868633,8
9545230140,20140725T000000,597750.0,3.3728209385223886,2.5,2310.0,9624.0,2.0,0,0,3,8,2310,0,1984,0,98027,47.5386,-122.053,1940,9636,5.872820938522389,11934.0,50.08798391151333,7
3362400511,20150304T000000,570000.0,3.0,1.75,1260.0,7620.0,1.0,0,0,5,6,700,560,1905,0,98103,47.6823,-122.349,1380,3536,4.75,9440.0,60.38135593220339,3
2525310310,20140916T000000,272500.0,3.0,1.75,1540.0,12600.0,1.0,0,0,4,7,1160,380,1980,0,98038,47.3624,-122.031,1540,11656,4.75,14520.0,18.767217630853995,9
6126500060,20141124T000000,329950.0,3.0,1.75,2080.0,5969.0,1.0,0,2,3,7,1080,1000,1971,0,98108,47.5474,-122.295,2090,5500,4.75,9049.0,36.46259255166317,11
8961960160,20141028T000000,480000.0,4.0,2.5,3230.0,16171.0,2.0,0,3,3,9,2520,710,2001,0,98001,47.3183,-122.253,2640,8517,6.5,20111.0,23.867535179752373,10
3626039325,20141121T000000,740500.0,3.0,3.5,4380.0,6350.0,2.0,0,0,3,8,2780,1600,1900,1999,98117,47.6981,-122.368,1830,6350,6.5,12330.0,60.05677210056772,11
3362400431,20140626T000000,518500.0,3.0,3.5,2081.073696532215,1102.0,3.0,0,0,3,8,1590,0,2010,0,98103,47.6824,-122.347,1620,3166,6.5,3183.073696532215,162.8928669056194,6
4060000240,20140623T000000,205425.0,2.0,1.0,880.0,6780.0,1.0,0,0,4,6,880,0,1945,0,98178,47.5009,-122.248,1190,6780,3.0,7660.0,26.81788511749347,6
3454800060,20150108T000000,171800.0,4.0,2.0,1570.0,9600.0,1.0,0,0,3,6,1570,0,1950,0,98168,47.4965,-122.303,1880,9000,6.0,11170.0,15.380483437779768,1
1695900060,20150511T000000,535000.0,4.0,1.0,1610.0,2982.0,1.5,0,0,4,7,1610,0,1925,0,98144,47.587,-122.294,1610,4040,5.0,4592.0,116.50696864111498,5
7278700070,20150102T000000,660000.0,3.0,2.5,2400.0,6474.0,1.0,0,2,3,8,1560,840,1964,0,98177,47.7728,-122.386,2340,10856,5.5,9714.0,67.9431747992588,1
6675500070,20141119T000000,391500.0,3.0,2.0,1450.0,7620.0,1.0,0,0,3,7,1450,0,1987,0,98034,47.7288,-122.226,1580,9104,5.0,9070.0,43.164277839029765,11
3626039187,20150406T000000,395000.0,2.0,1.0,770.0,6000.0,1.0,0,0,3,6,770,0,1953,0,98117,47.6999,-122.364,1710,6000,3.0,6770.0,58.34564254062038,4
3524049083,20141104T000000,445000.0,4.0,1.75,2100.0,4400.0,1.5,0,0,5,7,1720,380,1924,0,98118,47.5299,-122.266,1850,4400,5.75,6880.0,64.68023255813954,11
3275860240,20140618T000000,770000.0,3.0,2.25,2910.0,10204.0,2.0,0,0,3,9,2910,0,1990,0,98052,47.6897,-122.098,2700,13992,5.25,13114.0,58.71587616287937,6
4389200955,20150302T000000,1450000.0,4.0,2.75,2750.0,17789.0,1.5,0,0,3,8,1980,770,1914,1992,98004,47.6141,-122.212,3060,11275,6.75,21309.0,68.04636538551786,3
4058801670,20140717T000000,445000.0,3.0,2.25,2100.0,8201.0,1.0,0,2,3,8,1620,480,1967,0,98178,47.5091,-122.244,2660,8712,5.25,10781.0,41.276319450885815,7
8732020310,20140717T000000,260000.0,4.0,2.25,2160.0,8811.0,1.0,0,0,3,8,1360,800,1978,0,98023,47.3129,-122.39,2090,8400,6.25,11771.0,22.088182822190127,7
2331300505,20140613T000000,822500.0,5.0,3.5,2320.0,4960.0,2.0,0,0,5,7,1720,600,1926,0,98103,47.6763,-122.352,1700,4960,8.5,7880.0,104.37817258883248,6
7853210060,20150406T000000,430000.0,4.0,2.5,2070.0,4310.0,2.0,0,0,3,7,2070,0,2004,0,98065,47.5319,-121.85,1970,3748,6.5,6380.0,67.39811912225706,4
3668000070,20150105T000000,212000.0,3.3728209385223886,1.75,1060.0,7875.0,1.0,0,0,4,7,1060,0,1986,0,98092,47.2761,-122.152,1420,7680,5.122820938522389,8935.0,23.726916620033577,1
9545240070,20150428T000000,660500.0,4.0,2.25,2010.0,9603.0,1.0,0,0,3,8,1440,570,1986,0,98027,47.5343,-122.054,2060,9793,6.25,12183.0,54.21488960026266,4
1243100136,20140612T000000,784000.0,3.0,3.5,3950.0,7620.0,1.5,0,0,3,9,2460,1490,1989,0,98052,47.697,-122.072,2480,88500,6.5,13060.0,60.03062787136294,6
8929000270,20140512T000000,453246.0,3.0,2.5,2010.0,2287.0,2.0,0,0,3,8,1390,620,2014,0,98029,47.5517,-121.998,1690,1662,5.5,4917.0,92.17937766931055,5
2767602356,20150126T000000,675000.0,4.0,3.5,2140.0,2278.0,3.0,0,0,3,9,2140,0,2005,0,98107,47.6734,-122.38,1540,2285,7.5,4418.0,152.7840651878678,1
921049315,20140813T000000,199000.0,3.0,1.75,1320.0,17390.0,1.0,0,0,4,7,1320,0,1956,0,98003,47.3257,-122.296,1550,19265,4.75,18710.0,10.636023516835916,8
3655000070,20140805T000000,220000.0,4.0,1.75,2081.073696532215,7840.0,1.0,0,0,3,7,1010,1010,1968,0,98003,47.3309,-122.299,1750,8140,5.75,10931.073696532214,20.126110765294086,8
4027700812,20140529T000000,452000.0,4.0,2.25,2590.0,10002.0,1.0,0,0,4,8,1340,1250,1968,0,98028,47.7689,-122.266,1550,10436,6.25,13842.0,32.654240716659444,5
3992700335,20140707T000000,382500.0,2.0,1.0,1190.0,4440.0,1.0,0,0,3,6,1190,0,1981,0,98125,47.7135,-122.287,1060,5715,3.0,5630.0,67.93960923623446,7
4232901525,20140627T000000,665000.0,2.0,1.0,1110.0,3200.0,1.0,0,0,3,7,1110,0,1925,0,98119,47.6338,-122.358,1170,3600,3.0,4310.0,154.292343387471,6
1777500060,20140708T000000,527700.0,5.0,2.5,2820.0,9375.0,1.0,0,0,4,8,1550,1270,1968,0,98006,47.5707,-122.128,2820,9375,7.5,13465.0,39.19049387300409,7
1432900240,20150508T000000,205000.0,3.0,1.0,1610.0,8579.0,1.0,0,0,4,7,1010,600,1962,0,98058,47.4563,-122.171,1610,8579,4.0,10789.0,19.00083418296413,5
6140100875,20150415T000000,420000.0,3.0,1.0,2081.073696532215,7620.0,1.0,0,0,4,7,940,120,1923,0,98133,47.7144,-122.351,1560,7940,4.0,9821.073696532214,42.76518158582809,4
6071600370,20150227T000000,500000.0,4.0,2.25,2030.0,8517.0,1.0,0,0,4,8,1380,650,1961,0,98006,47.5495,-122.174,2230,8824,6.25,11197.0,44.654818254889705,2
809001525,20140625T000000,890000.0,4.0,1.0,2550.0,4000.0,2.0,0,0,3,8,2370,180,1905,0,98109,47.6354,-122.353,2200,4000,5.0,6730.0,132.2436849925706,6
3224079105,20140806T000000,430000.0,3.3728209385223886,2.5,2081.073696532215,7620.0,2.0,0,0,3,7,2420,0,2007,0,98027,47.5262,-121.943,1940,193842,5.872820938522389,9701.073696532214,44.32499055787088,8
8075400570,20141030T000000,258000.0,5.0,2.0,2260.0,12500.0,1.0,0,0,4,8,1130,1130,1960,0,98032,47.3887,-122.286,1360,18000,7.0,15890.0,16.236626809314036,10
1994200024,20141104T000000,511000.0,3.0,1.0,1430.0,3455.0,1.0,0,0,3,7,980,450,1947,0,98103,47.6873,-122.336,1450,4599,4.0,5335.0,95.7825679475164,11
3362900810,20140820T000000,532170.0,3.0,2.0,1360.0,3090.0,2.0,0,0,3,8,1360,0,1990,0,98103,47.6838,-122.353,1500,3090,5.0,4450.0,119.58876404494382,8
